Wavelength(nm)	R	G	B
624	0.611385243182932	0.162878564282323	0.00599586480716491
625	0.606323168065027	0.155467396670697	0.00648905234043050
626	0.601261092947121	0.148056229059071	0.00698223987369607
627	0.596199017829215	0.143478752164017	0.00747542740696166
628	0.591136942711310	0.140425381582851	0.00796861494022724
629	0.589509480221147	0.137372011001686	0.00846180247349282
630	0.588454076138890	0.134318640420520	0.00895499000675840
631	0.587398672056633	0.131265269839355	0.00944817754002398
632	0.586343267974376	0.128211899258189	0.00994136507328956
633	0.585287863892119	0.125158528677024	0.0104345526065551
634	0.584232459809862	0.122760286833980	0.0109277401398207
635	0.583177055727605	0.121191001323174	0.0114209276730863
636	0.582121651645348	0.119621715812367	0.0119141152063519
637	0.581066247563091	0.118052430301561	0.0124365829936517
638	0.580010843480834	0.116483144790755	0.0130175882310481
639	0.578955439398577	0.114913859279948	0.0135985934684446
640	0.577900035316320	0.113344573769142	0.0141795987058411
641	0.576635232132320	0.111775288258336	0.0147606039432376
642	0.574928562586107	0.110206002747529	0.0153416091806340
643	0.573221893039893	0.108636717236723	0.0159226144180305
644	0.571515223493680	0.107067431725917	0.0165036196554270
645	0.569808553947467	0.105498146215111	0.0170846248928234
646	0.568101884401253	0.103928860704304	0.0176656301302199
647	0.566395214855040	0.102982887368667	0.0182466353676164
648	0.564688545308826	0.102038561356001	0.0188276406050129
649	0.562981875762613	0.101094235343335	0.0194086458424093
650	0.561275206216400	0.100149909330669	0.0199896510798058
651	0.559568536670186	0.0992055833180024	0.0205706563172023
652	0.557426871812709	0.0982612573053363	0.0211516615545988
653	0.551859678981326	0.0973169312926702	0.0216302584509356
654	0.546292486149942	0.0963726052800040	0.0220667630030241
655	0.540725293318559	0.0954282792673379	0.0225032675551126
656	0.535158100487176	0.0944839532546717	0.0229397721072011
657	0.529590907655793	0.0935396272420056	0.0233762766592896
658	0.524023714824410	0.0925953012293395	0.0238127812113781
659	0.518548187546451	0.0921108417141522	0.0242492857634666
660	0.513094749506850	0.0920060988425656	0.0246857903155551
661	0.507641311467250	0.0919013559709789	0.0251222948676436
662	0.502187873427649	0.0917966130993923	0.0255587994197321
663	0.496734435388048	0.0916918702278056	0.0259953039718206
664	0.491280997348448	0.0915871273562190	0.0264318085239091
665	0.486155409158697	0.0914823844846324	0.0268683130759976
666	0.481359716333322	0.0913776416130457	0.0273048176280861
667	0.476564023507946	0.0912728987414591	0.0277413221801746
668	0.471768330682571	0.0911681558698725	0.0281669099561567
669	0.466972637857195	0.0910634129982858	0.0284758890795838
670	0.462176945031820	0.0909586701266992	0.0287848682030110
671	0.457381252206445	0.0910362609449592	0.0290938473264382
672	0.452967657452690	0.0929435366768890	0.0294028264498654
673	0.449139585316300	0.0948508124088189	0.0297118055732925
674	0.445311513179910	0.0967580881407487	0.0300207846967197
675	0.441483441043520	0.0986653638726785	0.0303297638201469
676	0.437655368907130	0.100572639604608	0.0306387429435740
677	0.433827296770740	0.102479915336538	0.0309477220670012
678	0.429999224634350	0.104387191068468	0.0312567011904284
679	0.426171152497960	0.106294466800398	0.0315656803138556
680	0.424288832177811	0.108201742532328	0.0318746594372827
681	0.422568610692785	0.110109018264257	0.0321836385607099
682	0.420848389207759	0.112317396995821	0.0324926176841371
683	0.419128167722733	0.116331334252457	0.0327479891665670
684	0.417407946237707	0.120345271509093	0.0328954026610517
685	0.415687724752681	0.124359208765729	0.0330428161555364
686	0.413967503267655	0.128373146022366	0.0331902296500211
687	0.412247281782629	0.132387083279002	0.0333376431445058
688	0.410527060297603	0.136401020535638	0.0334850566389905
689	0.408806838812577	0.140414957792275	0.0336324701334752
690	0.407086617327551	0.144428895048911	0.0337798836279599
691	0.405366395842525	0.148442832305547	0.0339272971224446
692	0.403729035669354	0.151919073705679	0.0340747106169293
693	0.402181309782875	0.154991291912165	0.0342221241114140
694	0.400633583896396	0.158063510118650	0.0343695376058987
695	0.399085858009918	0.161135728325135	0.0345169511003834
696	0.397538132123439	0.164207946531621	0.0346643645948681
697	0.395990406236961	0.167280164738106	0.0348117780893528
698	0.394442680350482	0.170352382944592	0.0349591915838375
699	0.392894954464003	0.173424601151077	0.0349838988368371
700	0.391347228577525	0.176496819357562	0.0349589557469926
701	0.389799502691046	0.179560766718564	0.0349340126571481
702	0.388251776804568	0.181123584586009	0.0349090695673036
703	0.386704050918089	0.182686402453454	0.0348841264774591
704	0.385190161703533	0.184249220320898	0.0348591833876147
705	0.384579636903999	0.185812038188343	0.0348342402977702
706	0.383969112104465	0.187374856055788	0.0348092972079257
707	0.383358587304932	0.188937673923232	0.0347843541180812
708	0.382748062505398	0.190500491790677	0.0347594110282367
709	0.382137537705865	0.192063309658122	0.0347344679383922
710	0.381527012906331	0.193626127525566	0.0347095248485477
711	0.380916488106797	0.195188945393011	0.0343440718650706
712	0.380305963307264	0.196751763260456	0.0336264404816415
713	0.379695438507730	0.198314581127900	0.0329088090982124
714	0.379084913708197	0.199877398995345	0.0321911777147832
715	0.378474388908663	0.198425957299174	0.0314735463313541
716	0.377863864109129	0.196899529582788	0.0307559149479250
717	0.376139996679146	0.195373101866401	0.0300382835644958
718	0.373621429541026	0.193846674150015	0.0293206521810667
719	0.371102862402905	0.192320246433629	0.0286030207976376
720	0.368584295264785	0.190793818717243	0.0278853894142084
721	0.366065728126664	0.189267391000857	0.0271677580307793
722	0.363547160988543	0.187740963284471	0.0264501266473502
723	0.361028593850423	0.186214535568085	0.0257830956769299
724	0.358510026712302	0.184688107851699	0.0251849921647506
725	0.355991459574182	0.183161680135312	0.0245868886525712
726	0.353472892436061	0.181635252418926	0.0239887851403918
727	0.350954325297941	0.180108824702540	0.0233906816282124
728	0.348435758159820	0.178716119406696	0.0227925781160330
729	0.346063931389938	0.177524031431333	0.0221944746038537
730	0.344537764463453	0.176331943455971	0.0215963710916743
731	0.343011597536969	0.175139855480609	0.0209982675794949
732	0.341485430610484	0.173947767505247	0.0204001640673155
733	0.339959263683999	0.172755679529885	0.0198020605551362
734	0.338433096757515	0.171563591554523	0.0192448213513866
735	0.336906929831030	0.170371503579161	0.0189222066649423
736	0.335380762904545	0.169179415603799	0.0185995919784979
737	0.333854595978061	0.167987327628436	0.0182769772920535
738	0.332328429051576	0.166795239653074	0.0179543626056092
739	0.330802262125091	0.165603151677712	0.0176317479191648
740	0.329276095198607	0.164411063702350	0.0173091332327204
741	0.327749928272122	0.164592765611672	0.0169865185462761
742	0.327261436191400	0.164842927645211	0.0166639038598317
743	0.327210478376811	0.165093089678751	0.0163412891733873
744	0.327159520562222	0.165343251712291	0.0160186744869430
745	0.327108562747632	0.165593413745830	0.0156960598004986
746	0.327057604933043	0.165843575779370	0.0153734451140542
747	0.327006647118454	0.166093737812910	0.0150508304276099
748	0.326955689303865	0.166343899846449	0.0148156524204429
749	0.326904731489276	0.166594061879989	0.0148184755240745
750	0.326853773674687	0.166844223913529	0.0148212986277062
751	0.326802815860097	0.167094385947069	0.0148241217313378
752	0.326751858045508	0.167344547980608	0.0148269448349695
753	0.326700900230919	0.167991437564690	0.0148297679386011
754	0.326302059356433	0.169047531823098	0.0148325910422328
755	0.324835905271428	0.170103626081505	0.0148354141458644
756	0.323369751186423	0.171159720339912	0.0148382372494961
757	0.321903597101418	0.172215814598320	0.0148410603531277
758	0.320437443016413	0.173271908856727	0.0148438834567593
759	0.318971288931408	0.174328003115135	0.0148467065603910
760	0.317505134846403	0.175384097373542	0.0148495296640226
761	0.316038980761398	0.176440191631949	0.0148523527676543
762	0.314572826676393	0.177496285890357	0.0152135633046680
763	0.313106672591388	0.178552380148764	0.0161453743840915
764	0.311640518506383	0.179608474407172	0.0170771854635151
765	0.310174364421378	0.180653663860673	0.0180089965429386
766	0.308708210336373	0.181269978890502	0.0189408076223621
767	0.307510736266909	0.181886293920331	0.0198726187017857
768	0.306365460797472	0.182502608950160	0.0208044297812092
769	0.305220185328035	0.183118923979989	0.0217362408606327
770	0.304074909858597	0.183735239009818	0.0226680519400562
771	0.302929634389160	0.184351554039647	0.0235998630194798
772	0.301784358919723	0.184967869069476	0.0245316740989033
773	0.300639083450286	0.185584184099305	0.0254634851783268
774	0.299493807980848	0.186200499129134	0.0267297235511070
775	0.298348532511411	0.186816814158963	0.0291144689463174
776	0.297203257041974	0.187433129188792	0.0314992143415279
777	0.296057981572537	0.188049444218621	0.0338839597367383
778	0.294912706103099	0.188665759248450	0.0362687051319488
779	0.294149904109698	0.189613100171378	0.0386534505271592
780	0.294088189614827	0.190656306831672	0.0410381959223697
781	0.294026475119955	0.191699513491967	0.0434229413175802
782	0.293964760625084	0.192742720152261	0.0458076867127906
783	0.293903046130213	0.193785926812556	0.0481924321080011
784	0.293841331635342	0.194829133472850	0.0505771775032115
785	0.293779617140470	0.195872340133144	0.0550404408281011
786	0.293717902645599	0.196915546793439	0.0600225821363295
787	0.293656188150728	0.197958753453733	0.0650047234445579
788	0.293594473655856	0.199001960114028	0.0699868647527864
789	0.293532759160985	0.200045166774322	0.0749690060610148
790	0.293471044666114	0.201088373434617	0.0799511473692432
791	0.293409330171243	0.202131580094911	0.0857911401566543
792	0.290642294262151	0.201533741872663	0.0923331636671524
793	0.287559511869609	0.200390427001698	0.0988751871776506
794	0.284476729477068	0.199247112130733	0.105417210688149
795	0.281393947084527	0.198103797259767	0.111959234198647
796	0.278311164691986	0.196960482388802	0.118501257709145
797	0.275228382299445	0.195817167517837	0.125523541926716
798	0.272145599906903	0.194673852646871	0.132862530588359
799	0.269062817514362	0.193530537775906	0.140201519250003
800	0.265980035121821	0.192387222904940	0.147540507911646
801	0.262602971717583	0.191243908033975	0.154879496573289
802	0.257708263957948	0.190087257849386	0.160756799686214
