Wavelength(nm)	R	G	B
803	0.252813556198312	0.188320681493098	0.164135216140931
804	0.247918848438676	0.186554105136809	0.167513632595648
805	0.243024140679041	0.184787528780521	0.170892049050366
806	0.238129432919405	0.183020952424232	0.174270465505083
807	0.233234725159769	0.181254376067943	0.177648881959800
808	0.228533419761451	0.179487799711655	0.181027298414518
809	0.224427450620960	0.177721223355366	0.184405714869235
810	0.220321481480470	0.175954646999078	0.187784131323952
811	0.216215512339980	0.174188070642789	0.187897236287020
812	0.212109543199489	0.172421494286501	0.186411105666682
813	0.208003574058999	0.170654917930212	0.184924975046344
814	0.203897604918509	0.168888341573924	0.183438844426006
815	0.199791635778018	0.167309535708974	0.181952713805668
816	0.196337478466922	0.166472339893471	0.180466583185330
817	0.194977486300368	0.165635144077968	0.178980452564992
818	0.193617494133815	0.164797948262465	0.177494321944654
819	0.192257501967262	0.163960752446962	0.176008191324316
820	0.190897509800709	0.163123556631459	0.174522060703978
821	0.189537517634156	0.162286360815957	0.173035930083640
822	0.188177525467603	0.161449165000454	0.171549799463302
823	0.186817533301049	0.160611969184951	0.170616125840024
824	0.185457541134496	0.159774773369448	0.170159463306451
825	0.184097548967943	0.158937577553945	0.169702800772878
826	0.182737556801390	0.158100381738442	0.169246138239305
827	0.181377564634837	0.157263185922939	0.168789475705732
828	0.180017572468284	0.156425990107436	0.168332813172159
829	0.179054226192100	0.155588794291933	0.167876150638587
830	0.178352172703663	0.154751598476430	0.167419488105014
831	0.177650119215226	0.154431020452494	0.166962825571441
832	0.176948065726789	0.154354417878822	0.166506163037868
833	0.176246012238352	0.154277815305151	0.166049500504295
834	0.175543958749916	0.154201212731479	0.165592837970722
835	0.174841905261479	0.154124610157807	0.165136175437149
836	0.174139851773042	0.154048007584135	0.164679512903576
837	0.173437798284605	0.153971405010463	0.164222850370003
838	0.172735744796168	0.153894802436791	0.163567860386790
839	0.172033691307731	0.153818199863120	0.162860441971937
840	0.171331637819294	0.153741597289448	0.162153023557085
841	0.170622390112197	0.153664994715776	0.161445605142233
842	0.169899160713090	0.153588392142104	0.160738186727380
843	0.169175931313983	0.153350816731605	0.160030768312528
844	0.168452701914877	0.152635949991232	0.159323349897676
845	0.167729472515770	0.151921083250860	0.158615931482823
846	0.167006243116664	0.151206216510487	0.157908513067971
847	0.166283013717557	0.150491349770115	0.157201094653119
848	0.165559784318451	0.149776483029742	0.156493676238266
849	0.164836554919344	0.149061616289370	0.155786257823414
850	0.164113325520238	0.148346749548997	0.155078839408562
851	0.163390096121131	0.147631882808625	0.154371420993709
852	0.162666866722024	0.146917016068252	0.153664002578857
853	0.161943637322918	0.146202149327880	0.152956584164005
854	0.160954919532572	0.145487282587508	0.152249165749152
855	0.159852136297787	0.144772415847135	0.151541747334300
856	0.158749353063002	0.144057549106763	0.150834328919448
857	0.157646569828217	0.143339533308868	0.149890865231717
858	0.156543786593432	0.142620271420155	0.148851753703685
859	0.155441003358647	0.141901009531443	0.147812642175653
860	0.154338220123862	0.141181747642731	0.146773530647622
861	0.153235436889077	0.140462485754019	0.145734419119590
862	0.152132653654292	0.139743223865307	0.144695307591558
863	0.151029870419507	0.139023961976595	0.143656196063526
864	0.149927087184722	0.138304700087883	0.142617084535495
865	0.148824303949937	0.137585438199171	0.141577973007463
866	0.147721520715152	0.136866176310458	0.140538861479431
867	0.146091023632490	0.136146914421746	0.139499749951399
868	0.144450750116364	0.135427652533034	0.138460638423367
869	0.142810476600238	0.134708390644322	0.137421526895336
870	0.141170203084113	0.133989128755610	0.135935185193242
871	0.139529929567987	0.132835884568064	0.134262712282040
872	0.137889656051861	0.131523115507960	0.132590239370838
873	0.136249382535735	0.130210346447857	0.130917766459635
874	0.134609109019610	0.128897577387754	0.129245293548433
875	0.132968835503484	0.127584808327650	0.127572820637231
876	0.131328561987358	0.126272039267547	0.125900347726028
877	0.129688288471232	0.124959270207444	0.124227874814826
878	0.128046862935094	0.123646501147340	0.122555401903624
879	0.126374390023892	0.122333732087237	0.120882928992422
880	0.124701917112690	0.121020963027134	0.119210456081219
881	0.123029444201487	0.119708193967030	0.117537983170017
882	0.121356971290285	0.118395424906927	0.116079079954974
883	0.119684498379083	0.117013525403735	0.114779242006997
884	0.118012025467881	0.115458076743116	0.113479404059019
885	0.116339552556678	0.113902628082498	0.112179566111042
886	0.114667079645476	0.112347179421879	0.110879728163065
887	0.112994606734274	0.110791730761260	0.109579890215087
888	0.111322133823071	0.109236282100641	0.108280052267110
889	0.109649660911869	0.107680833440022	0.106980214319132
890	0.107977188000667	0.106125384779403	0.105680376371155
891	0.106697117340129	0.104569936118785	0.104380538423178
892	0.105459299562418	0.103014487458166	0.103080700475200
893	0.104221481784707	0.101459038797547	0.101780862527223
894	0.102983664006996	0.0999035901369280	0.100481024579246
895	0.101745846229285	0.0983481414763091	0.0991811866312683
896	0.100508028451574	0.0967926928156903	0.0978813486832909
897	0.0992702106738635	0.0954655008662089	0.0965815107353136
898	0.0980323928961525	0.0941827265103411	0.0949204318305467
899	0.0967945751184415	0.0928999521544732	0.0932479589193444
900	0.0955567573407306	0.0916171777986054	0.0915754860081420
901	0.0943189395630196	0.0903344034427375	0.0899030130969397
902	0.0931677555770236	0.0890516290868697	0.0882305401857374
903	0.0920964140472419	0.0877688547310018	0.0865580672745351
904	0.0910250725174602	0.0864860803751340	0.0848855943633328
905	0.0899537309876785	0.0852033060192661	0.0832131214521305
906	0.0888823894578967	0.0839205316633983	0.0815406485409282
907	0.0878110479281150	0.0826377573075304	0.0798681756297259
908	0.0867397063983333	0.0813549829516626	0.0781957027185236
909	0.0856683648685516	0.0800722085957947	0.0765232298073212
910	0.0845970233387699	0.0787894342399269	0.0754493734573219
911	0.0835256818089881	0.0775263976469497	0.0744925764002400
912	0.0824543402792064	0.0763659485884943	0.0735357793431581
913	0.0813829987494247	0.0752054995300389	0.0725789822860763
914	0.0804913587551083	0.0740450504715835	0.0716221852289943
915	0.0796654965738551	0.0728846014131282	0.0706653881719125
916	0.0788396343926019	0.0717241523546728	0.0697085911148306
917	0.0780137722113487	0.0705637032962174	0.0687517940577487
918	0.0771879100300955	0.0694032542377620	0.0677949970006668
919	0.0763620478488423	0.0682428051793066	0.0668381999435849
920	0.0755361856675891	0.0670823561208513	0.0658814028865030
921	0.0747103234863360	0.0659219070623959	0.0649246058294211
922	0.0738844613050828	0.0647614580039405	0.0639678087723392
923	0.0730585991238296	0.0637622479420254	0.0630110117152573
924	0.0722327369425764	0.0628376672948814	0.0620542146581754
925	0.0714068747613232	0.0619130866477374	0.0610974176010935
926	0.0706052494649716	0.0609885060005934	0.0602260875740383
927	0.0698655301943647	0.0600639253534495	0.0595055097314033
928	0.0691258109237578	0.0591393447063055	0.0587849318887683
929	0.0683860916531509	0.0582147640591615	0.0580643540461333
930	0.0676463723825440	0.0572901834120175	0.0573437762034982
931	0.0669066531119371	0.0563656027648735	0.0566231983608632
932	0.0661669338413302	0.0554410221177295	0.0559026205182282
933	0.0654272145707233	0.0545164414705855	0.0551820426755932
934	0.0646874953001164	0.0535918608234415	0.0544614648329582
935	0.0639477760295095	0.0527457365830947	0.0537408869903232
936	0.0632080567589026	0.0521567418747285	0.0530203091476882
937	0.0624683374882957	0.0515677471663623	0.0522997313050532
938	0.0617286182176888	0.0509787524579962	0.0515791534624181
939	0.0611765190043433	0.0503897577496300	0.0508585756197831
940	0.0606628743943815	0.0498007630412638	0.0501379977771481
941	0.0601492297844197	0.0492117683328976	0.0494174199345131
942	0.0596355851744579	0.0486227736245314	0.0491318759087912
943	0.0591219405644960	0.0480337789161652	0.0489900787011578
944	0.0586082959545342	0.0474447842077990	0.0488482814935244
945	0.0580946513445724	0.0468557894994329	0.0487064842858911
946	0.0575810067346106	0.0462667947910667	0.0485646870782577
947	0.0570673621246488	0.0456778000827005	0.0484228898706243
948	0.0565537175146870	0.0452989474832447	0.0482810926629910
949	0.0560400729047252	0.0449790229863461	0.0481392954553576
950	0.0555264282947634	0.0446590984894475	0.0479974982477242
951	0.0549519988447253	0.0443391739925489	0.0478557010400909
952	0.0542768797935678	0.0440192494956503	0.0477139038324575
953	0.0536017607424103	0.0436993249987517	0.0475721066248241
954	0.0529266416912527	0.0433794005018531	0.0474303094171908
955	0.0522515226400952	0.0430594760049545	0.0472885122095574
956	0.0515764035889377	0.0427395515080559	0.0471467150019240
957	0.0509012845377802	0.0424196270111573	0.0469541365863209
958	0.0502261654866227	0.0420997025142588	0.0464361864752072
959	0.0495510464354652	0.0417797780173602	0.0459182363640935
960	0.0488759273843077	0.0414681988420594	0.0454002862529798
961	0.0482008083331502	0.0411738891096305	0.0448823361418661
962	0.0475256892819927	0.0408795793772017	0.0443643860307524
963	0.0468505702308352	0.0405852696447729	0.0438464359196387
964	0.0458668543288589	0.0402909599123441	0.0433284858085250
965	0.0448579032218992	0.0399966501799152	0.0428105356974113
966	0.0438489521149396	0.0397023404474864	0.0422925855862976
967	0.0428400010079799	0.0394080307150576	0.0417746354751839
968	0.0418310499010203	0.0391137209826287	0.0412566853640702
969	0.0408220987940607	0.0388194112501999	0.0407387352529565
970	0.0398131476871010	0.0385251015177711	0.0402207851418428
971	0.0388041965801414	0.0382307917853423	0.0397028350307292
972	0.0377952454731818	0.0379364820529134	0.0391848849196155
973	0.0367862943662221	0.0375292059451575	0.0386669348085018
974	0.0357773432592625	0.0368635713443955	0.0381489846973881
975	0.0347683921523028	0.0361979367436334	0.0376310345862744
976	0.0339795352617043	0.0355323021428713	0.0371130844751607
977	0.0334335987467960	0.0348666675421092	0.0365951343640470
978	0.0328876622318876	0.0342010329413471	0.0360771842529334
979	0.0323417257169793	0.0335353983405851	0.0355592341418197
980	0.0317957892020709	0.0328697637398230	0.0350412840307060
981	0.0312498526871625	0.0322041291390609	0.0345233339195924
982	0.0307039161722542	0.0315384945382988	0.0340053838084787
983	0.0301579796573458	0.0308728599375368	0.0334874336973650
984	0.0296120431424375	0.0302072253367747	0.0329694835862514
985	0.0290661066275291	0.0295415907360126	0.0324515334751377
986	0.0285201701126207	0.0288759561352505	0.0319335833640240
987	0.0279742335977124	0.0282103215344885	0.0314156332529104
988	0.0274313993099465	0.0275446869337264	0.0308976831417967
989	0.0270253836122119	0.0268790523329643	0.0303797330306830
990	0.0266193679144772	0.0262134177322022	0.0298617829195694
991	0.0262133522167426	0.0255477831314402	0.0293438328084557
992	0.0258073365190080	0.0248821485306781	0.0287821481746698
993	0.0254013208212733	0.0242165139299160	0.0281649591649336
994	0.0249953051235387	0.0235508793291539	0.0275477701551974
995	0.0245892894258040	0.0228852447283918	0.0269305811454612
996	0.0241832737280694	0.0222577574348470	0.0263133921357250
997	0.0237772580303348	0.0219481631695969	0.0256962031259888
998	0.0233712423326001	0.0216385689043469	0.0250790141162526
999	0.0229652266348655	0.0213289746390969	0.0244618251065164
1000	0.0225592109371309	0.0210193803738469	0.0238446360967802
1001	0.0221776349535053	0.0207097861085969	0.0232274470870440
1002	0.0218146661814842	0.0204001918433469	0.0226102580773078
1003	0.0214516974094632	0.0200905975780969	0.0219930690675716
1004	0.0210887286374421	0.0197810033128469	0.0213758800578354
1005	0.0207257598654210	0.0194714090475969	0.0207586910480992
1006	0.0203627910934000	0.0191618147823469	0.0201415020383630
1007	0.0199998223213789	0.0188522205170968	0.0195243130286268
1008	0.0196368535493578	0.0185426262518468	0.0189071240188906
1009	0.0192738847773367	0.0182330319865968	0.0182899350091544
1010	0.0189109160053157	0.0179234377213468	0.0177365372231157
1011	0.0185479472332946	0.0176138434560968	0.0173997696298629
1012	0.0181849784612735	0.0173042491908468	0.0170630020366100
1013	0.0178244403715771	0.0169946549255968	0.0167262344433572
1014	0.0174829940684258	0.0166850606603468	0.0163894668501044
1015	0.0171415477652746	0.0163754663950968	0.0160526992568515
1016	0.0168001014621234	0.0160658721298468	0.0157159316635987
1017	0.0164586551589722	0.0157562778645968	0.0153791640703459
1018	0.0161172088558209	0.0154753900988153	0.0150423964770931
1019	0.0157757625526697	0.0152341490661843	0.0147056288838403
1020	0.0154343162495185	0.0149929080335532	0.0143688612905874
1021	0.0150928699463673	0.0147516670009222	0.0140320936973346
1022	0.0147514236432160	0.0145104259682911	0.0136953261040818
1023	0.0144099773400648	0.0142691849356601	0.0133585585108289
1024	0.0140685310369136	0.0140279439030290	0.0130217909175761
1025	0.0137270847337624	0.0137867028703980	0.0126850233243233
1026	0.0134422757283501	0.0135454618377669	0.0123482557310705
1027	0.0131869126748123	0.0133042208051359	0.0120114881378176
1028	0.0129315496212744	0.0130629797725048	0.0116747205445648
1029	0.0126761865677365	0.0128217387398738	0.0113379529513120
1030	0.0124208235141986	0.0125804977072428	0.0110264514277775
1031	0.0121654604606607	0.0123392566746117	0.0107813356740475
1032	0.0119100974071228	0.0120980156419807	0.0105362199203175
1033	0.0116547343535850	0.0118567746093496	0.0102911041665875
1034	0.0113993713000471	0.0116155335767186	0.0100459884128574
1035	0.0111440082465092	0.0113742925440875	0.00980087265912743
1036	0.0108886451929713	0.0111330515114565	0.00955575690539741
1037	0.0106332821394334	0.0108918104788254	0.00931064115166739
1038	0.0103800943534293	0.0106505694461944	0.00906552539793737
1039	0.0101354909607463	0.0104093284135633	0.00882040964420735
1040	0.00989088756806331	0.0101680873809323	0.00857529389047733
1041	0.00964628417538033	0.00992684634830123	0.00833017813674731
1042	0.00940168078269735	0.00968560531567018	0.00808506238301729
1043	0.00915707739001438	0.00944436428303913	0.00783994662928727
1044	0.00891247399733140	0.00920312325040808	0.00759483087555726
1045	0.00866787060464842	0.00896188221777704	0.00734971512182724
1046	0.00842326721196544	0.00877080392840567	0.00710459936809722
1047	0.00817866381928246	0.00860567806137028	0.00685948361436720
1048	0.00793406042659949	0.00844055219433490	0.00661615364126326
1049	0.00768945703391651	0.00827542632729951	0.00640203505494046
1050	0.00744485364123353	0.00811030046026413	0.00618791646861767
1051	0.00724842760869812	0.00794517459322874	0.00597379788229487
1052	0.00706837870326074	0.00778004872619336	0.00575967929597207
1053	0.00688832979782336	0.00761492285915797	0.00554556070964927
1054	0.00670828089238597	0.00744979699212259	0.00533144212332647
1055	0.00652823198694859	0.00728467112508720	0.00511732353700367
1056	0.00634818308151121	0.00711954525805182	0.00490320495068088
1057	0.00616813417607383	0.00695441939101643	0.00468908636435808
1058	0.00598808527063645	0.00678929352398105	0.00447496777803528
1059	0.00580803636519907	0.00662416765694566	0.00426084919171248
1060	0.00562798745976169	0.00645904178991028	0.00404673060538968
1061	0.00544793855432431	0.00629391592287489	0.00383261201906689
1062	0.00526788964888693	0.00612879005583951	0.00361849343274409
1063	0.00510343292323349	0.00596366418880412	0.00340437484642129
1064	0.00497717486988342	0.00579853832176874	0.00319025626009849
1065	0.00485091681653336	0.00563341245473335	0.00297613767377569
1066	0.00472465876318329	0.00546828658769796	0.00276201908745289
1067	0.00459840070983322	0.00530316072066258	0.00254790050113010
1068	0.00447214265648316	0.00513803485362720	0.00233378191480730
1069	0.00434588460313309	0.00497290898659181	0.00217097125428852
1070	0.00421962654978303	0.00480778311955643	0.00217379435792017
1071	0.00409336849643296	0.00464265725252104	0.00217661746155182
1072	0.00396711044308290	0.00447753138548566	0.00217944056518347
1073	0.00384085238973283	0.00437657990130417	0.00218226366881512
1074	0.00371459433638277	0.00429543356432686	0.00218508677244677
1075	0.00358833628303270	0.00421428722734956	0.00218790987607842
1076	0.00356959622716786	0.00413314089037225	0.00219073297971007
1077	0.00357241933079952	0.00405199455339495	0.00219355608334172
1078	0.00357524243443118	0.00397084821641764	0.00219637918697337
1079	0.00357806553806284	0.00388970187944033	0.00219920229060502
1080	0.00358088864169451	0.00380855554246303	0.00220202539423667
1081	0.00358371174532617	0.00372740920548572	0.00220484849786832
1082	0.00358653484895783	0.00364626286850841	0.00220767160149997
1083	0.00358935795258949	0.00356511653153111	0.00221049470513163
1084	0.00359218105622115	0.00348397019455380	0.00221331780876328
1085	0.00359500415985281	0.00340282385757650	0.00221614091239493
1086	0.00359782726348448	0.00332167752059919	0.00221896401602658
1087	0.00360065036711614	0.00324053118362188	0.00222178711965823
1088	0.00359705381926230	0.00315938484664458	0.00222461022328988
1089	0.00358275239539093	0.00307823850966727	0.00222743332692153
1090	0.00356845097151957	0.00299709217268996	0.00223025643055318
1091	0.00355414954764821	0.00291594583571266	0.00223307953418483
1092	0.00353984812377684	0.00283479949873535	0.00223590263781648
1093	0.00352554669990548	0.00275365316175804	0.00223872574144813
1094	0.00351124527603412	0.00267250682478074	0.00224154884507978
1095	0.00349694385216275	0.00259136048780343	0.00224437194871143
1096	0.00348264242829139	0.00251021415082613	0.00224719505234308
1097	0.00346834100442003	0.00242906781384882	0.00225001815597473
1098	0.00345403958054866	0.00234792147687151	0.00225284125960638
1099	0	0.00226677513989421	0
1100	0	0	0
