Wavelength(nm)	Emission
376.378329650316	0.0185121656819769
381.094953612208	0.0772991974249832
382.998199154271	0.132891281790653
384.586881880062	0.184329934565783
387.454643466761	0.292638650657518
389.573475619987	0.376202274315482
391.192657471727	0.441064735404358
393.835822110655	0.549512419795439
396.999137199978	0.625232672638333
399.830202546418	0.662613556953180
412.215877886903	0.689834508608094
416.724358129273	0.708620799186837
422.095894270916	0.825555873197383
424.631406114733	0.895525220761070
427.472389363946	0.952075789339940
430.777530462916	1
435.872009127823	0.985909408550918
439.956549478963	0.928113684009910
443.048951563461	0.866770694365034
444.593664920294	0.833223746902992
447.686067004792	0.771880757258116
449.534764081606	0.722039578171654
453.246043299115	0.649194777968363
457.984156050347	0.548234440844504
460.976552615222	0.494878819642971
463.144110266175	0.457497935328124
466.753917916709	0.402147258751032
471.416302372046	0.343757808694915
474.936695020858	0.304523854901213
485.870842785274	0.217603029395482
492.992369257089	0.180176502975245
500.101389725789	0.153083349215425
507.337293230626	0.129696334413315
516.696818077134	0.104775744870084
526.772557188149	0.0839629448120013
534.530907474182	0.0697226079301549
541.755957959699	0.0598639131657998
548.119378834820	0.0523786078817523
561.703412866204	0.0389174766533256
579.137950352902	0.0242630709611839
597.632470888285	0.0162156152722190
618.179774617262	0.00509338669716001
627.329039924990	0.00509338669716001
634.737713296126	0.00509338669716001
639.111508418845	0.00509338669716001
