1.000000	511.255749
2.000000	74.919818
3.000000	30.203359
4.000000	14.690967
5.000000	7.762997
6.000000	4.592932
7.000000	3.255466
8.000000	4.104488
9.000000	3.169401
10.000000	2.234314
11.000000	1.935326
12.000000	1.636339
13.000000	1.337351
14.000000	1.038364
15.000000	0.739376
16.000000	0.660553
17.000000	0.581730
18.000000	0.502907
19.000000	0.424083
20.000000	0.345260
21.000000	0.323882
22.000000	0.302503
23.000000	0.281124
24.000000	0.259746
25.000000	0.238367
26.000000	0.216988
27.000000	0.195610
28.000000	0.174231
29.000000	0.152852
30.000000	0.131474
31.000000	0.125971
32.000000	0.120468
33.000000	0.114965
34.000000	0.109463
35.000000	0.103960
36.000000	0.098457
37.000000	0.092954
38.000000	0.087452
39.000000	0.081949
40.000000	0.076446
41.000000	0.074384
42.000000	0.072321
43.000000	0.070259
44.000000	0.068197
45.000000	0.066134
46.000000	0.064072
47.000000	0.062010
48.000000	0.059947
49.000000	0.057885
50.000000	0.055823
51.000000	0.054846
52.000000	0.053870
53.000000	0.052894
54.000000	0.051918
55.000000	0.050942
56.000000	0.049966
57.000000	0.048990
58.000000	0.048013
59.000000	0.047037
60.000000	0.046061
61.000000	0.045621
62.000000	0.045180
63.000000	0.044740
64.000000	0.044299
65.000000	0.043859
66.000000	0.043418
67.000000	0.042978
68.000000	0.042537
69.000000	0.042097
70.000000	0.041656
71.000000	0.041216
72.000000	0.040775
73.000000	0.040335
74.000000	0.039895
75.000000	0.039454
76.000000	0.039014
77.000000	0.038573
78.000000	0.038133
79.000000	0.037692
80.000000	0.037252
81.000000	0.037048
82.000000	0.036844
83.000000	0.036641
84.000000	0.036437
85.000000	0.036234
86.000000	0.036030
87.000000	0.035826
88.000000	0.035623
89.000000	0.035419
90.000000	0.035215
91.000000	0.035012
92.000000	0.034808
93.000000	0.034605
94.000000	0.034401
95.000000	0.034197
96.000000	0.033994
97.000000	0.033790
98.000000	0.033586
99.000000	0.033383
100.000000	0.033179
101.000000	0.033080
102.000000	0.032980
103.000000	0.032880
104.000000	0.032781
105.000000	0.032681
106.000000	0.032582
107.000000	0.032482
108.000000	0.032382
109.000000	0.032283
110.000000	0.032183
111.000000	0.032084
112.000000	0.031984
113.000000	0.031884
114.000000	0.031785
115.000000	0.031685
116.000000	0.031586
117.000000	0.031486
118.000000	0.031386
119.000000	0.031287
120.000000	0.031187
121.000000	0.031088
122.000000	0.030988
123.000000	0.030888
124.000000	0.030789
125.000000	0.030689
126.000000	0.030589
127.000000	0.030490
128.000000	0.030390
129.000000	0.030291
130.000000	0.030191
131.000000	0.030091
132.000000	0.029992
133.000000	0.029892
134.000000	0.029793
135.000000	0.029693
136.000000	0.029593
137.000000	0.029494
138.000000	0.029394
139.000000	0.029295
140.000000	0.029195
141.000000	0.029095
142.000000	0.028996
143.000000	0.028896
144.000000	0.028797
145.000000	0.028697
146.000000	0.028597
147.000000	0.028498
148.000000	0.028398
149.000000	0.028299
150.000000	0.028199
151.000000	0.028143
152.000000	0.028087
153.000000	0.028031
154.000000	0.027975
155.000000	0.027919
156.000000	0.027863
157.000000	0.027807
158.000000	0.027752
159.000000	0.027696
